©╛╥А©Ь,аЖ©╙╪╪╨н╠╦╨п,╟е╥║юо,╠Б©б(║фC),╫ю╣╣(%),юоа╤(hr),╫ц╟ё,юЭ╥б╟е╥║╥╝(╢эю╖ : MWh)
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,2.2,55,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,1.8,55,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,1.9,58,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,1.2,61,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,-0.1,63,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,-0.5,63,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,-0.7,62,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,-0.3,59,,7,0.013176
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,-0.8,65,0,8,2.012817
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,0.3,62,0.8,9,7.760763
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,2.7,52,1,10,13.137092
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,4.3,43,1,11,17.701606
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,5.1,40,1,12,18.854027
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,6.6,37,1,13,17.789971
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,6.5,37,1,14,14.819381
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,6.1,36,1,15,8.887555
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,6.1,35,1,16,3.200237
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,5.1,38,1,17,0.180425
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,4.1,42,0.1,18,1.19904
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,3.7,43,,19,0.42528
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,2.6,48,,20,0.42624
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,1.7,53,,21,0.31392
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,1.7,54,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-01,0.6,62,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,0.5,65,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,0.1,65,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,-0.7,72,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,-0.5,72,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,-1.4,77,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,-2.6,83,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,-2.5,83,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,-2.6,84,,7,0.009552
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,-2.1,84,0,8,1.63324
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,-1,79,0.3,9,6.170665
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,0.2,73,1,10,10.582074
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,1.8,66,1,11,13.965046
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,4.3,57,1,12,14.865763
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,5.7,52,0.9,13,9.604844
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,6.5,53,0.3,14,5.221721
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,6.8,53,0,15,3.962827
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,7.4,57,0.4,16,0.484098
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,6.8,62,0,17,0.005112
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,6.4,69,0,18,1.19904
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,5.8,66,,19,1.21632
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,3.9,70,,20,0.45984
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,3.3,71,,21,0.3264
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,2.5,64,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-02,1.7,63,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,1.1,52,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,0.6,45,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,0.8,47,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,0.7,52,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,0,59,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,-0.3,60,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,-1,60,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,-1.5,58,,7,0.01044
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,-2.5,58,0,8,1.916742
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,-1.4,55,0.7,9,8.106542
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,0,50,1,10,14.199021
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,0.8,44,1,11,19.546829
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,2.2,36,1,12,20.104395
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,2.7,37,1,13,16.82573
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,3.2,43,1,14,14.869817
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,3.1,42,1,15,9.814977
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,3,41,1,16,3.887484
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,1.6,45,1,17,0.189215
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,0.3,52,0.2,18,1.16928
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,-0.5,58,,19,1.18656
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,-1.2,60,,20,0.46368
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,-1.5,62,,21,0.39552
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,-1.4,64,,22,0.01056
еб╬Г╠╓,╠╓аж╫ц,2018-01-03,-1.4,66,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-1.1,62,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-1.8,61,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-1.9,63,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-1.7,63,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-1.3,63,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-1.6,64,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-2.2,66,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-2.3,67,,7,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-2.1,66,0,8,0.6115
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-1.9,61,0,9,2.729832
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-1.4,58,0,10,4.732753
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-0.4,55,0,11,10.218465
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,0.4,50,0.6,12,9.625618
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,0.6,49,0,13,9.958772
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,1.1,47,0.1,14,7.268469
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,1.5,44,0,15,4.12319
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,0.9,44,0,16,1.441794
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,0.6,45,0,17,0.031551
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,0.1,47,0,18,1.17024
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-0.3,50,,19,1.06752
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-0.3,51,,20,0.39648
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-0.5,52,,21,0.39648
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-0.5,54,,22,0.01344
еб╬Г╠╓,╠╓аж╫ц,2018-01-04,-0.5,49,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,-0.6,53,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,-0.7,54,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,-0.7,53,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,-0.6,54,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,-0.8,55,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,-1,57,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,-1,57,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,-1,57,,7,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,-0.6,59,0,8,0.616503
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,0.3,59,0,9,3.802552
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,1.4,59,0.3,10,5.894187
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,1.9,58,0.1,11,6.174162
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,2,56,0.1,12,11.594476
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,3.6,52,0.3,13,15.376225
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,4,48,0.9,14,11.660886
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,4.7,49,0.9,15,7.205692
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,3.9,51,1,16,2.256771
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,2.8,54,0.7,17,0.103894
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,2.6,56,0,18,1.16832
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,2.2,62,,19,1.18656
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,2,64,,20,0.76992
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,1.5,69,,21,0.39648
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,1.5,72,,22,0.00864
еб╬Г╠╓,╠╓аж╫ц,2018-01-05,1.8,71,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,1.8,71,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,1.6,66,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,1.8,61,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,2,61,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,1.9,60,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,1.4,59,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,-0.2,68,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,-0.9,69,,7,0.007
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,-1,68,0,8,1.919823
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,0.7,60,0.7,9,7.659822
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,2.4,54,1,10,13.477198
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,3.6,52,1,11,18.643216
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,5.3,45,1,12,20.443641
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,6.4,36,1,13,19.725353
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,6.8,32,1,14,16.99488
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,6.3,33,1,15,10.158743
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,6.1,35,1,16,3.783527
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,5.1,33,1,17,0.150921
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,3.8,42,0.1,18,1.16832
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,2.3,58,,19,1.18656
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,1.4,64,,20,1.1856
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,0.9,65,,21,0.50496
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,0,67,,22,0.00672
еб╬Г╠╓,╠╓аж╫ц,2018-01-06,-0.2,69,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,-0.7,70,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,-0.7,73,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,-1.5,75,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,-1.5,74,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,-1.5,74,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,-1.6,77,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,-1.7,76,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,-1.4,76,,7,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,-1.3,78,0,8,0.792085
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,-0.4,74,0,9,1.824959
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,0.2,70,0,10,2.961173
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,1.4,65,0,11,3.864065
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,2.4,54,0,12,2.606257
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,3.1,57,0,13,6.66819
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,5.1,50,0.2,14,7.160816
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,6.4,49,0.3,15,2.313703
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,6.6,49,0,16,1.049396
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,6.7,51,0,17,0.023312
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,6.2,54,0,18,1.16928
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,6.1,56,,19,0.47328
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,6.2,58,,20,0.25824
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,4.9,83,,21,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,4.3,97,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-07,4.1,98,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,4.2,99,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,4.3,98,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,4,98,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,3.8,98,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,4,98,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,4.1,98,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,4.4,98,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,3.9,98,,7,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,3.3,98,0,8,0.098886
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,3.2,99,0,9,1.136115
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,3.9,99,0,10,2.530953
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,4.6,98,0,11,4.021673
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,4.6,98,0,12,3.015316
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,4.4,98,0,13,4.479889
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,4.8,93,0,14,2.42972
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,3.8,93,0,15,1.735165
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,3.6,94,0,16,1.216427
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,3.4,91,0,17,0.078538
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,3.4,88,0,18,1.09248
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,2.7,93,,19,0.39648
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,2.2,98,,20,0.10848
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,3,97,,21,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,3.2,73,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-08,3,68,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,2.7,64,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,2.1,65,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,0.3,75,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,0.4,75,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-0.1,75,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-1.3,87,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-1,91,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-1.7,93,,7,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-0.5,79,0,8,0.064972
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-0.5,80,0,9,0.458861
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-0.9,97,0,10,1.281808
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,0,96,0.3,11,1.752511
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,0.2,88,0.4,12,2.101601
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,0.8,90,0.2,13,2.234035
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,0.4,96,0.2,14,2.759386
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,0.6,90,0.3,15,1.606503
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-0.1,97,0,16,0.83693
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-0.1,97,0,17,0.056399
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,0,97,0,18,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-0.3,97,,19,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-0.2,96,,20,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-0.1,91,,21,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-0.1,91,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-09,-0.7,97,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-0.1,95,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-0.6,97,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-0.4,98,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-0.6,98,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-0.5,98,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-0.6,99,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-1,99,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-1.2,98,,7,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-1.4,96,0,8,0.01416
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-2.9,97,0,9,0.15384
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-3,97,0,10,0.47544
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-3,97,0,11,1.142657
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-3.5,90,0,12,1.450517
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-2.6,82,0.2,13,1.194457
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-3.7,90,0,14,1.224257
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-3.8,95,0,15,0.820296
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-3.5,88,0,16,0.23736
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-3.8,92,0,17,0.0132
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-4,95,0,18,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-4,96,,19,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-4,96,,20,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-4,96,,21,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-4.4,94,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-10,-4.6,96,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-5,94,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-5.1,92,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-5.5,92,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-5.5,94,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-5.5,93,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-6.5,90,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-7.7,84,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-8.1,86,,7,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-8.4,88,0,8,0.08904
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-7.7,88,0,9,0.56904
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-6.7,81,0,10,1.021992
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-5.6,73,0.5,11,1.265868
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-5.4,75,0.8,12,1.408153
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-4.2,75,0.9,13,1.475124
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-3.7,81,0.3,14,1.43784
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-2.6,68,0.7,15,1.018165
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-3.7,68,0.9,16,0.21774
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-4.5,71,0.4,17,0.01632
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-5.4,74,0.3,18,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-5.8,80,,19,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-6,84,,20,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-6.4,87,,21,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-7.1,86,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-11,-7.2,84,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-7.7,84,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-8.1,82,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-8.2,80,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-8.7,80,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-9,78,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-9.3,79,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-9.7,80,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-9.8,79,,7,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-10.1,79,0,8,0.112416
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-8.9,77,0,9,0.689004
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-7,64,0,10,1.257562
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-5.7,60,0.8,11,1.637829
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-4.7,60,1,12,1.896541
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-3.5,57,1,13,2.172178
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-2.7,56,1,14,2.218585
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-2.3,53,1,15,1.665873
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-2.5,56,1,16,0.602706
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-3.2,57,1,17,0.037156
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-5,66,0.5,18,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-5.8,68,,19,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-6.2,69,,20,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-5.3,66,,21,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-5.9,72,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-12,-7,80,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-6.6,80,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-6.4,83,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-6.1,82,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-6.1,83,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-6.6,84,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-7,86,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-6.7,85,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-6.7,86,,7,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-6.7,86,0,8,0.018696
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-5.7,84,0,9,0.386117
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-4,76,0,10,1.240329
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-2.2,70,0.3,11,2.238969
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-0.3,66,1,12,5.241638
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,0.7,62,1,13,6.63499
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,2.2,59,1,14,6.763059
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,3.7,56,1,15,4.320147
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,4.4,55,1,16,2.040828
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,3.6,61,1,17,0.208119
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,2.3,67,0.3,18,0.28128
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,1.4,73,,19,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,0,86,,20,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-0.2,85,,21,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-0.4,88,,22,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-13,-1.2,93,,23,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,-1.9,95,,0,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,-2.2,97,,1,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,-2.7,97,,2,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,-3.3,97,,3,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,-4,97,,4,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,-4.1,97,,5,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,-4.1,97,,6,0
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,-3.7,97,,7,0.00576
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,-3.8,97,0,8,0.690503
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,-3.4,97,0,9,1.794965
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,-3.1,94,0,10,7.5058
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,0.5,77,0.9,11,10.501681
еб╬Г╠╓,╠╓аж╫ц,2018-01-14,3.2,59,1,12,7.727973
