©╛╥А©Ь,аЖ©╙╪╪╨н╠╦╨п,╟е╥║юо,╠Б©б(║фC),╫ю╣╣(%),юоа╤(hr),╫ц╟ё,юЭ╥б╟е╥║╥╝(╢эю╖ : MWh)
еб╬Г╠╓,╠╓аж╫ц,2019-02-12,7.2,35,1,14,25.169165
еб╬Г╠╓,╠╓аж╫ц,2019-02-12,7.8,35,1,15,16.597682
еб╬Г╠╓,╠╓аж╫ц,2019-02-12,6.6,37,0.7,16,6.763185
еб╬Г╠╓,╠╓аж╫ц,2019-02-12,6.1,42,0,17,2.778844
еб╬Г╠╓,╠╓аж╫ц,2019-02-12,4.9,47,0,18,1.269607
еб╬Г╠╓,╠╓аж╫ц,2019-02-12,3.2,50,0,19,1.00504
еб╬Г╠╓,╠╓аж╫ц,2019-02-12,3.2,51,,20,0.04146
еб╬Г╠╓,╠╓аж╫ц,2019-02-12,2.2,55,,21,0.04096
еб╬Г╠╓,╠╓аж╫ц,2019-02-12,2,57,,22,0.02904
еб╬Г╠╓,╠╓аж╫ц,2019-02-12,1.8,60,,23,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,1.8,63,,0,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,1.5,64,,1,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,1.3,64,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,0.6,61,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,0.3,57,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,-0.3,62,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,-1,55,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,-1.3,52,,7,0.278205
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,-1.4,53,0,8,5.143989
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,0.5,45,1,9,14.808872
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,2.7,34,1,10,21.017357
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,4.4,26,1,11,23.470619
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,5.5,31,1,12,29.025985
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,5.9,29,1,13,28.34429
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,6.1,29,1,14,25.724958
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,5.9,28,1,15,20.705629
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,5.9,27,1,16,11.357899
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,4.7,34,1,17,3.188547
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,3,41,0.3,18,1.276901
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,1.8,45,0,19,1.02908
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,1.4,46,,20,0.22956
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,0.6,50,,21,0.21712
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,0.2,53,,22,0.20456
еб╬Г╠╓,╠╓аж╫ц,2019-02-13,0.1,54,,23,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,0,54,,0,0.14592
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,-0.6,54,,1,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,-0.8,50,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,-0.8,45,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,-1.2,43,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,-1.5,43,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,-1.3,40,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,-1.3,40,,7,0.20594
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,-1,41,0,8,2.947005
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,-0.2,37,0,9,7.286698
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,0.6,35,0,10,17.31091
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,2.1,31,0.7,11,26.046779
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,4.5,28,1,12,29.44472
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,5.7,23,1,13,29.81755
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,7.2,17,1,14,27.511398
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,6.9,13,1,15,22.53064
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,8.5,8,1,16,13.583463
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,7.6,18,1,17,4.149809
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,6,27,0.7,18,1.287645
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,4.4,35,0,19,1.06578
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,3.4,41,,20,0.24144
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,2.6,44,,21,0.2172
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,1.7,48,,22,0.20492
еб╬Г╠╓,╠╓аж╫ц,2019-02-14,1.4,50,,23,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,0.7,55,,0,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,0.3,58,,1,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,0,59,,2,0.00504
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,0,59,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,0.5,58,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,0.2,57,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,0.1,58,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,0.4,57,,7,0.048852
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,0.6,55,0,8,1.409855
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,0.8,55,0,9,3.55966
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,1.8,49,0,10,7.134251
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,2.9,42,0,11,11.79745
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,4.3,37,0,12,14.090584
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,5.2,37,0,13,13.939621
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,5.5,44,0,14,14.526248
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,5.6,46,0,15,11.944612
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,5.5,52,0.4,16,8.085088
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,4,59,0.3,17,3.247512
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,3.5,62,0,18,0.661347
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,3.5,66,0,19,0.11598
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,3.5,71,,20,0.19848
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,3.5,74,,21,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,3.2,74,,22,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-15,3,65,,23,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,2.5,63,,0,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,1.7,56,,1,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,1.6,57,,2,0.00456
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,1.7,58,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,1.3,65,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,1.1,62,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,0.6,62,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,0,69,,7,0.0835
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,0,61,0,8,2.034344
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,-0.8,81,0,9,7.859866
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,0.3,72,0.4,10,13.173195
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,1.1,58,0.6,11,17.574351
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,1,50,0.6,12,18.659565
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,2,48,0.7,13,17.049865
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,2.2,49,0.7,14,14.86296
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,2.1,50,0.7,15,11.867835
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,1.3,50,1,16,9.292151
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,1,49,0.9,17,3.462397
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,0.2,50,0,18,1.191916
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,-0.5,55,0,19,0.12004
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,-0.9,59,,20,0.22488
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,-1.1,62,,21,0.18328
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,-1.2,64,,22,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-16,-1.3,66,,23,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,-1.4,65,,0,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,-1.6,68,,1,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,-1.4,65,,2,0.00456
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,-1.8,65,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,-2,66,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,-2.5,69,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,-1.9,67,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,-2.6,68,,7,0.357613
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,-2.5,69,0.1,8,7.183659
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,-0.7,57,1,9,18.509234
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,0.5,49,1,10,25.795861
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,1.9,42,1,11,30.939324
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,4.1,36,1,12,33.046604
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,4.5,31,1,13,32.466824
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,5.8,25,1,14,29.604962
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,5.9,22,1,15,23.816876
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,6.2,23,1,16,14.565456
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,5.3,24,1,17,5.100168
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,3.9,32,0.9,18,1.319689
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,2.3,41,0,19,1.08574
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,1.1,49,,20,0.2749
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,0.5,51,,21,0.21732
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,0.1,54,,22,0.20544
еб╬Г╠╓,╠╓аж╫ц,2019-02-17,-0.3,55,,23,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,-1.2,57,,0,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,-1.4,62,,1,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,-1.4,65,,2,0.00456
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,-0.9,63,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,-1.4,65,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,-1.3,64,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,-1,60,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,-1.3,63,,7,0.186948
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,-0.6,58,0,8,3.20237
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,0,55,0,9,6.984486
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,1.6,50,0,10,10.224647
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,4.2,29,0,11,6.621013
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,4,28,0,12,8.348761
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,5.2,31,0,13,8.51607
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,5.2,29,0,14,5.59186
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,5.9,30,0,15,4.28851
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,6.2,29,0,16,3.041346
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,6.2,29,0,17,1.758361
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,5.8,35,0,18,0.118696
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,4.8,46,0,19,0.02288
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,5.1,45,,20,0.17088
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,4.6,44,,21,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,4.9,45,,22,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-18,4,61,,23,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,2.7,90,,0,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,2.7,97,,1,0.0864
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,2.9,98,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,2.8,99,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,3.1,99,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,3.2,99,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,3.4,99,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,3.5,99,,7,0.000396
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,4,99,0,8,0.132558
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,4.6,99,0,9,0.956081
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,4.8,99,0,10,2.478131
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,5.1,99,0,11,2.761832
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,5.8,99,0,12,3.058419
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,5.7,99,0,13,4.332651
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,5.7,99,0,14,6.976146
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,6.5,97,0,15,6.844901
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,6.6,89,0,16,3.328372
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,5,94,0,17,2.024398
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,4.6,93,0,18,0.040666
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,4.1,89,0,19,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,3.1,86,,20,0.17064
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,2.6,90,,21,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,1.8,93,,22,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-19,1.7,89,,23,0.04224
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,1.1,89,,0,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,0.6,90,,1,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,1.3,92,,2,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,1.1,92,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,1.2,93,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,1.4,93,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,1.5,91,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,1.8,90,,7,0.254288
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,1.9,90,0,8,3.254748
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,2.8,85,0.2,9,7.872281
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,4.1,76,0.2,10,16.02172
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,5.1,67,0.4,11,14.879558
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,6.1,62,0.8,12,19.493474
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,5.7,57,0.6,13,19.009999
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,6.9,52,1,14,19.12971
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,7.2,52,1,15,16.841431
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,7.1,51,1,16,10.216409
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,6.6,49,1,17,4.403215
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,4.7,57,0.4,18,1.273782
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,3.8,59,0,19,0.40622
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,3.1,61,,20,0.25142
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,2.6,66,,21,0.20064
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,1.7,72,,22,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-20,1,76,,23,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,0.8,79,,0,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,0.8,79,,1,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,0.5,81,,2,0.00432
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,0.2,82,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,0.1,83,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,0,85,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,-0.6,88,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,-0.9,91,,7,0.642448
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,0,84,0.1,8,7.006733
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,1.9,72,1,9,17.389996
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,3.3,63,1,10,24.753858
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,5.4,51,1,11,30.135282
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,7.1,49,1,12,32.138986
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,8,41,1,13,30.474542
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,9.6,36,1,14,27.670971
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,10,33,1,15,19.715544
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,10,34,1,16,10.21616
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,9.2,38,0.6,17,3.753481
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,7.4,46,0,18,1.280584
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,6.1,56,0,19,1.01852
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,5.2,59,,20,0.25778
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,4.4,63,,21,0.21744
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,4,66,,22,0.20616
еб╬Г╠╓,╠╓аж╫ц,2019-02-21,3.5,68,,23,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,3.2,69,,0,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,3,73,,1,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,2.3,76,,2,0.00408
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,2,80,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,1.4,84,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,1.5,83,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,1.5,86,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,1,87,,7,0.511496
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,1.6,87,0,8,4.960459
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,4.2,68,0.3,9,12.338158
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,6.2,61,0.6,10,12.24297
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,6.7,60,0.2,11,18.753911
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,8.2,51,0.5,12,13.759403
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,9.5,42,0.1,13,9.664987
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,9.8,38,0,14,12.218378
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,10.5,33,0,15,15.126195
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,11,37,0.7,16,7.011491
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,9.6,43,0.1,17,4.46698
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,8.3,51,0,18,0.805361
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,6.7,53,0,19,0.1103
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,5.7,57,,20,0.2288
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,5,56,,21,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,3.9,63,,22,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-22,3.9,60,,23,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,3.5,60,,0,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,2.9,60,,1,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,2.7,63,,2,0.0036
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,2.3,69,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,1.2,72,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,1.2,77,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,1,78,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,0.5,82,,7,0.783286
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,0.4,86,0,8,6.18454
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,1.8,80,0.6,9,15.900201
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,4,67,1,10,24.017058
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,7.3,54,1,11,29.315683
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,10.4,42,1,12,30.544303
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,12.4,39,1,13,28.448571
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,14.9,32,1,14,26.018317
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,15.2,26,1,15,20.57774
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,14.6,25,1,16,12.9643
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,14.6,23,1,17,4.942366
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,12.6,36,0.8,18,1.38083
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,10.2,50,0,19,1.06214
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,8.8,51,,20,0.27624
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,8.2,53,,21,0.21712
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,7.3,54,,22,0.20712
еб╬Г╠╓,╠╓аж╫ц,2019-02-23,6.5,60,,23,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,6.2,62,,0,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,5.2,67,,1,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,4.6,71,,2,0.00384
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,4,74,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,3.3,78,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,3,81,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,2.5,85,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,2.1,84,,7,0.726157
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,2.3,85,0.1,8,7.306652
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,4.9,73,1,9,17.534684
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,7.5,62,1,10,24.628043
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,10.4,55,1,11,29.195527
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,11.5,46,1,12,31.42782
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,12.8,40,1,13,30.841688
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,14.6,32,1,14,28.365477
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,14.7,33,1,15,23.295733
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,14.1,37,1,16,14.853798
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,12.6,39,1,17,5.845398
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,11.2,48,1,18,1.404294
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,9.6,55,0.1,19,1.08514
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,9,58,,20,0.26946
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,8.4,59,,21,0.23696
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,7.9,62,,22,0.2052
еб╬Г╠╓,╠╓аж╫ц,2019-02-24,7.2,66,,23,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,6.5,70,,0,0.1764
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,6.4,70,,1,0.17616
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,5.5,75,,2,0.0036
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,4.7,79,,3,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,4.8,78,,4,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,3.3,87,,5,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,2.3,89,,6,0
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,1.6,92,,7,0.888399
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,2.2,90,0,8,7.038446
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,4.5,78,0,9,16.254622
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,7.6,41,0,10,23.264487
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,9.3,34,0,11,27.385769
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,10.5,29,0.2,12,29.323446
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,12.6,22,1,13,29.854007
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,13.5,21,1,14,27.387742
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,13.1,22,1,15,22.003605
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,12.6,26,1,16,12.049609
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,11,28,0.7,17,4.594953
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,9.5,36,0.2,18,1.372522
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,7.6,39,0,19,1.06432
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,5.9,54,,20,0.25334
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,4.8,62,,21,0.21712
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,4.1,64,,22,0.20488
еб╬Г╠╓,╠╓аж╫ц,2019-02-25,3.9,58,,23,0.17616
