,연료원,지역세부구분,거래일,기온(°C),습도(%),일조(hr),시간,전력거래량(단위 : MWh)
0,태양광,광주시,2018-01-01,2.2,55.0,0.0,0,0.0
1,태양광,광주시,2018-01-01,1.8,55.0,0.0,1,0.0
2,태양광,광주시,2018-01-01,1.9,58.0,0.0,2,0.0
3,태양광,광주시,2018-01-01,1.2,61.0,0.0,3,0.0
4,태양광,광주시,2018-01-01,-0.1,63.0,0.0,4,0.0
5,태양광,광주시,2018-01-01,-0.5,63.0,0.0,5,0.0
6,태양광,광주시,2018-01-01,-0.7,62.0,0.0,6,0.0
7,태양광,광주시,2018-01-01,-0.3,59.0,0.0,7,0.013176
8,태양광,광주시,2018-01-01,-0.8,65.0,0.0,8,2.012817
9,태양광,광주시,2018-01-01,0.3,62.0,0.8,9,7.760763
10,태양광,광주시,2018-01-01,2.7,52.0,1.0,10,13.137092
11,태양광,광주시,2018-01-01,4.3,43.0,1.0,11,17.701606
12,태양광,광주시,2018-01-01,5.1,40.0,1.0,12,18.854027
13,태양광,광주시,2018-01-01,6.6,37.0,1.0,13,17.789971
14,태양광,광주시,2018-01-01,6.5,37.0,1.0,14,14.819381
15,태양광,광주시,2018-01-01,6.1,36.0,1.0,15,8.887555
16,태양광,광주시,2018-01-01,6.1,35.0,1.0,16,3.200237
17,태양광,광주시,2018-01-01,5.1,38.0,1.0,17,0.180425
18,태양광,광주시,2018-01-01,4.1,42.0,0.1,18,1.19904
19,태양광,광주시,2018-01-01,3.7,43.0,0.0,19,0.42528
20,태양광,광주시,2018-01-01,2.6,48.0,0.0,20,0.42624
21,태양광,광주시,2018-01-01,1.7,53.0,0.0,21,0.31392
22,태양광,광주시,2018-01-01,1.7,54.0,0.0,22,0.0
23,태양광,광주시,2018-01-01,0.6,62.0,0.0,23,0.0
24,태양광,광주시,2018-01-02,0.5,65.0,0.0,0,0.0
25,태양광,광주시,2018-01-02,0.1,65.0,0.0,1,0.0
26,태양광,광주시,2018-01-02,-0.7,72.0,0.0,2,0.0
27,태양광,광주시,2018-01-02,-0.5,72.0,0.0,3,0.0
28,태양광,광주시,2018-01-02,-1.4,77.0,0.0,4,0.0
29,태양광,광주시,2018-01-02,-2.6,83.0,0.0,5,0.0
30,태양광,광주시,2018-01-02,-2.5,83.0,0.0,6,0.0
31,태양광,광주시,2018-01-02,-2.6,84.0,0.0,7,0.009552
32,태양광,광주시,2018-01-02,-2.1,84.0,0.0,8,1.63324
33,태양광,광주시,2018-01-02,-1.0,79.0,0.3,9,6.170665
34,태양광,광주시,2018-01-02,0.2,73.0,1.0,10,10.582074
35,태양광,광주시,2018-01-02,1.8,66.0,1.0,11,13.965046
36,태양광,광주시,2018-01-02,4.3,57.0,1.0,12,14.865763
37,태양광,광주시,2018-01-02,5.7,52.0,0.9,13,9.604844
38,태양광,광주시,2018-01-02,6.5,53.0,0.3,14,5.221721
39,태양광,광주시,2018-01-02,6.8,53.0,0.0,15,3.962827
40,태양광,광주시,2018-01-02,7.4,57.0,0.4,16,0.484098
41,태양광,광주시,2018-01-02,6.8,62.0,0.0,17,0.005112
42,태양광,광주시,2018-01-02,6.4,69.0,0.0,18,1.19904
43,태양광,광주시,2018-01-02,5.8,66.0,0.0,19,1.21632
44,태양광,광주시,2018-01-02,3.9,70.0,0.0,20,0.45984
45,태양광,광주시,2018-01-02,3.3,71.0,0.0,21,0.3264
46,태양광,광주시,2018-01-02,2.5,64.0,0.0,22,0.0
47,태양광,광주시,2018-01-02,1.7,63.0,0.0,23,0.0
48,태양광,광주시,2018-01-03,1.1,52.0,0.0,0,0.0
49,태양광,광주시,2018-01-03,0.6,45.0,0.0,1,0.0
50,태양광,광주시,2018-01-03,0.8,47.0,0.0,2,0.0
51,태양광,광주시,2018-01-03,0.7,52.0,0.0,3,0.0
52,태양광,광주시,2018-01-03,0.0,59.0,0.0,4,0.0
53,태양광,광주시,2018-01-03,-0.3,60.0,0.0,5,0.0
54,태양광,광주시,2018-01-03,-1.0,60.0,0.0,6,0.0
55,태양광,광주시,2018-01-03,-1.5,58.0,0.0,7,0.01044
56,태양광,광주시,2018-01-03,-2.5,58.0,0.0,8,1.916742
57,태양광,광주시,2018-01-03,-1.4,55.0,0.7,9,8.106542
58,태양광,광주시,2018-01-03,0.0,50.0,1.0,10,14.199021
59,태양광,광주시,2018-01-03,0.8,44.0,1.0,11,19.546829
60,태양광,광주시,2018-01-03,2.2,36.0,1.0,12,20.104395
61,태양광,광주시,2018-01-03,2.7,37.0,1.0,13,16.82573
62,태양광,광주시,2018-01-03,3.2,43.0,1.0,14,14.869817
63,태양광,광주시,2018-01-03,3.1,42.0,1.0,15,9.814977
64,태양광,광주시,2018-01-03,3.0,41.0,1.0,16,3.887484
65,태양광,광주시,2018-01-03,1.6,45.0,1.0,17,0.189215
66,태양광,광주시,2018-01-03,0.3,52.0,0.2,18,1.16928
67,태양광,광주시,2018-01-03,-0.5,58.0,0.0,19,1.18656
68,태양광,광주시,2018-01-03,-1.2,60.0,0.0,20,0.46368
69,태양광,광주시,2018-01-03,-1.5,62.0,0.0,21,0.39552
70,태양광,광주시,2018-01-03,-1.4,64.0,0.0,22,0.01056
71,태양광,광주시,2018-01-03,-1.4,66.0,0.0,23,0.0
72,태양광,광주시,2018-01-04,-1.1,62.0,0.0,0,0.0
73,태양광,광주시,2018-01-04,-1.8,61.0,0.0,1,0.0
74,태양광,광주시,2018-01-04,-1.9,63.0,0.0,2,0.0
75,태양광,광주시,2018-01-04,-1.7,63.0,0.0,3,0.0
76,태양광,광주시,2018-01-04,-1.3,63.0,0.0,4,0.0
77,태양광,광주시,2018-01-04,-1.6,64.0,0.0,5,0.0
78,태양광,광주시,2018-01-04,-2.2,66.0,0.0,6,0.0
79,태양광,광주시,2018-01-04,-2.3,67.0,0.0,7,0.0
80,태양광,광주시,2018-01-04,-2.1,66.0,0.0,8,0.6115
81,태양광,광주시,2018-01-04,-1.9,61.0,0.0,9,2.729832
82,태양광,광주시,2018-01-04,-1.4,58.0,0.0,10,4.732753
83,태양광,광주시,2018-01-04,-0.4,55.0,0.0,11,10.218465
84,태양광,광주시,2018-01-04,0.4,50.0,0.6,12,9.625618
85,태양광,광주시,2018-01-04,0.6,49.0,0.0,13,9.958772
86,태양광,광주시,2018-01-04,1.1,47.0,0.1,14,7.268469
87,태양광,광주시,2018-01-04,1.5,44.0,0.0,15,4.12319
88,태양광,광주시,2018-01-04,0.9,44.0,0.0,16,1.441794
89,태양광,광주시,2018-01-04,0.6,45.0,0.0,17,0.031551
90,태양광,광주시,2018-01-04,0.1,47.0,0.0,18,1.17024
91,태양광,광주시,2018-01-04,-0.3,50.0,0.0,19,1.06752
92,태양광,광주시,2018-01-04,-0.3,51.0,0.0,20,0.39648
93,태양광,광주시,2018-01-04,-0.5,52.0,0.0,21,0.39648
94,태양광,광주시,2018-01-04,-0.5,54.0,0.0,22,0.01344
95,태양광,광주시,2018-01-04,-0.5,49.0,0.0,23,0.0
96,태양광,광주시,2018-01-05,-0.6,53.0,0.0,0,0.0
97,태양광,광주시,2018-01-05,-0.7,54.0,0.0,1,0.0
98,태양광,광주시,2018-01-05,-0.7,53.0,0.0,2,0.0
99,태양광,광주시,2018-01-05,-0.6,54.0,0.0,3,0.0
100,태양광,광주시,2018-01-05,-0.8,55.0,0.0,4,0.0
101,태양광,광주시,2018-01-05,-1.0,57.0,0.0,5,0.0
102,태양광,광주시,2018-01-05,-1.0,57.0,0.0,6,0.0
103,태양광,광주시,2018-01-05,-1.0,57.0,0.0,7,0.0
104,태양광,광주시,2018-01-05,-0.6,59.0,0.0,8,0.616503
105,태양광,광주시,2018-01-05,0.3,59.0,0.0,9,3.802552
106,태양광,광주시,2018-01-05,1.4,59.0,0.3,10,5.894187
107,태양광,광주시,2018-01-05,1.9,58.0,0.1,11,6.174162
108,태양광,광주시,2018-01-05,2.0,56.0,0.1,12,11.594476
109,태양광,광주시,2018-01-05,3.6,52.0,0.3,13,15.376225
110,태양광,광주시,2018-01-05,4.0,48.0,0.9,14,11.660886
111,태양광,광주시,2018-01-05,4.7,49.0,0.9,15,7.205692
112,태양광,광주시,2018-01-05,3.9,51.0,1.0,16,2.256771
113,태양광,광주시,2018-01-05,2.8,54.0,0.7,17,0.103894
114,태양광,광주시,2018-01-05,2.6,56.0,0.0,18,1.16832
115,태양광,광주시,2018-01-05,2.2,62.0,0.0,19,1.18656
116,태양광,광주시,2018-01-05,2.0,64.0,0.0,20,0.76992
117,태양광,광주시,2018-01-05,1.5,69.0,0.0,21,0.39648
118,태양광,광주시,2018-01-05,1.5,72.0,0.0,22,0.00864
119,태양광,광주시,2018-01-05,1.8,71.0,0.0,23,0.0
120,태양광,광주시,2018-01-06,1.8,71.0,0.0,0,0.0
121,태양광,광주시,2018-01-06,1.6,66.0,0.0,1,0.0
122,태양광,광주시,2018-01-06,1.8,61.0,0.0,2,0.0
123,태양광,광주시,2018-01-06,2.0,61.0,0.0,3,0.0
124,태양광,광주시,2018-01-06,1.9,60.0,0.0,4,0.0
125,태양광,광주시,2018-01-06,1.4,59.0,0.0,5,0.0
126,태양광,광주시,2018-01-06,-0.2,68.0,0.0,6,0.0
127,태양광,광주시,2018-01-06,-0.9,69.0,0.0,7,0.007
128,태양광,광주시,2018-01-06,-1.0,68.0,0.0,8,1.919823
129,태양광,광주시,2018-01-06,0.7,60.0,0.7,9,7.659822
130,태양광,광주시,2018-01-06,2.4,54.0,1.0,10,13.477198
131,태양광,광주시,2018-01-06,3.6,52.0,1.0,11,18.643216
132,태양광,광주시,2018-01-06,5.3,45.0,1.0,12,20.443641
133,태양광,광주시,2018-01-06,6.4,36.0,1.0,13,19.725353
134,태양광,광주시,2018-01-06,6.8,32.0,1.0,14,16.99488
135,태양광,광주시,2018-01-06,6.3,33.0,1.0,15,10.158743
136,태양광,광주시,2018-01-06,6.1,35.0,1.0,16,3.783527
137,태양광,광주시,2018-01-06,5.1,33.0,1.0,17,0.150921
138,태양광,광주시,2018-01-06,3.8,42.0,0.1,18,1.16832
139,태양광,광주시,2018-01-06,2.3,58.0,0.0,19,1.18656
140,태양광,광주시,2018-01-06,1.4,64.0,0.0,20,1.1856
141,태양광,광주시,2018-01-06,0.9,65.0,0.0,21,0.50496
142,태양광,광주시,2018-01-06,0.0,67.0,0.0,22,0.00672
143,태양광,광주시,2018-01-06,-0.2,69.0,0.0,23,0.0
144,태양광,광주시,2018-01-07,-0.7,70.0,0.0,0,0.0
145,태양광,광주시,2018-01-07,-0.7,73.0,0.0,1,0.0
146,태양광,광주시,2018-01-07,-1.5,75.0,0.0,2,0.0
147,태양광,광주시,2018-01-07,-1.5,74.0,0.0,3,0.0
148,태양광,광주시,2018-01-07,-1.5,74.0,0.0,4,0.0
149,태양광,광주시,2018-01-07,-1.6,77.0,0.0,5,0.0
150,태양광,광주시,2018-01-07,-1.7,76.0,0.0,6,0.0
151,태양광,광주시,2018-01-07,-1.4,76.0,0.0,7,0.0
152,태양광,광주시,2018-01-07,-1.3,78.0,0.0,8,0.792085
153,태양광,광주시,2018-01-07,-0.4,74.0,0.0,9,1.824959
154,태양광,광주시,2018-01-07,0.2,70.0,0.0,10,2.961173
155,태양광,광주시,2018-01-07,1.4,65.0,0.0,11,3.864065
156,태양광,광주시,2018-01-07,2.4,54.0,0.0,12,2.606257
157,태양광,광주시,2018-01-07,3.1,57.0,0.0,13,6.66819
158,태양광,광주시,2018-01-07,5.1,50.0,0.2,14,7.160816
159,태양광,광주시,2018-01-07,6.4,49.0,0.3,15,2.313703
160,태양광,광주시,2018-01-07,6.6,49.0,0.0,16,1.049396
161,태양광,광주시,2018-01-07,6.7,51.0,0.0,17,0.023312
162,태양광,광주시,2018-01-07,6.2,54.0,0.0,18,1.16928
163,태양광,광주시,2018-01-07,6.1,56.0,0.0,19,0.47328
164,태양광,광주시,2018-01-07,6.2,58.0,0.0,20,0.25824
165,태양광,광주시,2018-01-07,4.9,83.0,0.0,21,0.0
166,태양광,광주시,2018-01-07,4.3,97.0,0.0,22,0.0
167,태양광,광주시,2018-01-07,4.1,98.0,0.0,23,0.0
168,태양광,광주시,2018-01-08,4.2,99.0,0.0,0,0.0
169,태양광,광주시,2018-01-08,4.3,98.0,0.0,1,0.0
170,태양광,광주시,2018-01-08,4.0,98.0,0.0,2,0.0
171,태양광,광주시,2018-01-08,3.8,98.0,0.0,3,0.0
172,태양광,광주시,2018-01-08,4.0,98.0,0.0,4,0.0
173,태양광,광주시,2018-01-08,4.1,98.0,0.0,5,0.0
174,태양광,광주시,2018-01-08,4.4,98.0,0.0,6,0.0
175,태양광,광주시,2018-01-08,3.9,98.0,0.0,7,0.0
176,태양광,광주시,2018-01-08,3.3,98.0,0.0,8,0.098886
177,태양광,광주시,2018-01-08,3.2,99.0,0.0,9,1.136115
178,태양광,광주시,2018-01-08,3.9,99.0,0.0,10,2.530953
179,태양광,광주시,2018-01-08,4.6,98.0,0.0,11,4.021673
180,태양광,광주시,2018-01-08,4.6,98.0,0.0,12,3.015316
181,태양광,광주시,2018-01-08,4.4,98.0,0.0,13,4.479889
182,태양광,광주시,2018-01-08,4.8,93.0,0.0,14,2.42972
183,태양광,광주시,2018-01-08,3.8,93.0,0.0,15,1.735165
184,태양광,광주시,2018-01-08,3.6,94.0,0.0,16,1.216427
185,태양광,광주시,2018-01-08,3.4,91.0,0.0,17,0.078538
186,태양광,광주시,2018-01-08,3.4,88.0,0.0,18,1.09248
187,태양광,광주시,2018-01-08,2.7,93.0,0.0,19,0.39648
188,태양광,광주시,2018-01-08,2.2,98.0,0.0,20,0.10848
189,태양광,광주시,2018-01-08,3.0,97.0,0.0,21,0.0
190,태양광,광주시,2018-01-08,3.2,73.0,0.0,22,0.0
191,태양광,광주시,2018-01-08,3.0,68.0,0.0,23,0.0
192,태양광,광주시,2018-01-09,2.7,64.0,0.0,0,0.0
193,태양광,광주시,2018-01-09,2.1,65.0,0.0,1,0.0
194,태양광,광주시,2018-01-09,0.3,75.0,0.0,2,0.0
195,태양광,광주시,2018-01-09,0.4,75.0,0.0,3,0.0
196,태양광,광주시,2018-01-09,-0.1,75.0,0.0,4,0.0
197,태양광,광주시,2018-01-09,-1.3,87.0,0.0,5,0.0
198,태양광,광주시,2018-01-09,-1.0,91.0,0.0,6,0.0
199,태양광,광주시,2018-01-09,-1.7,93.0,0.0,7,0.0
200,태양광,광주시,2018-01-09,-0.5,79.0,0.0,8,0.064972
201,태양광,광주시,2018-01-09,-0.5,80.0,0.0,9,0.458861
202,태양광,광주시,2018-01-09,-0.9,97.0,0.0,10,1.281808
203,태양광,광주시,2018-01-09,0.0,96.0,0.3,11,1.752511
204,태양광,광주시,2018-01-09,0.2,88.0,0.4,12,2.101601
205,태양광,광주시,2018-01-09,0.8,90.0,0.2,13,2.234035
206,태양광,광주시,2018-01-09,0.4,96.0,0.2,14,2.759386
207,태양광,광주시,2018-01-09,0.6,90.0,0.3,15,1.606503
208,태양광,광주시,2018-01-09,-0.1,97.0,0.0,16,0.83693
209,태양광,광주시,2018-01-09,-0.1,97.0,0.0,17,0.056399
210,태양광,광주시,2018-01-09,0.0,97.0,0.0,18,0.0
211,태양광,광주시,2018-01-09,-0.3,97.0,0.0,19,0.0
212,태양광,광주시,2018-01-09,-0.2,96.0,0.0,20,0.0
213,태양광,광주시,2018-01-09,-0.1,91.0,0.0,21,0.0
214,태양광,광주시,2018-01-09,-0.1,91.0,0.0,22,0.0
215,태양광,광주시,2018-01-09,-0.7,97.0,0.0,23,0.0
216,태양광,광주시,2018-01-10,-0.1,95.0,0.0,0,0.0
217,태양광,광주시,2018-01-10,-0.6,97.0,0.0,1,0.0
218,태양광,광주시,2018-01-10,-0.4,98.0,0.0,2,0.0
219,태양광,광주시,2018-01-10,-0.6,98.0,0.0,3,0.0
220,태양광,광주시,2018-01-10,-0.5,98.0,0.0,4,0.0
221,태양광,광주시,2018-01-10,-0.6,99.0,0.0,5,0.0
222,태양광,광주시,2018-01-10,-1.0,99.0,0.0,6,0.0
223,태양광,광주시,2018-01-10,-1.2,98.0,0.0,7,0.0
224,태양광,광주시,2018-01-10,-1.4,96.0,0.0,8,0.01416
225,태양광,광주시,2018-01-10,-2.9,97.0,0.0,9,0.15384
226,태양광,광주시,2018-01-10,-3.0,97.0,0.0,10,0.47544
227,태양광,광주시,2018-01-10,-3.0,97.0,0.0,11,1.142657
228,태양광,광주시,2018-01-10,-3.5,90.0,0.0,12,1.450517
229,태양광,광주시,2018-01-10,-2.6,82.0,0.2,13,1.194457
230,태양광,광주시,2018-01-10,-3.7,90.0,0.0,14,1.224257
231,태양광,광주시,2018-01-10,-3.8,95.0,0.0,15,0.820296
232,태양광,광주시,2018-01-10,-3.5,88.0,0.0,16,0.23736
233,태양광,광주시,2018-01-10,-3.8,92.0,0.0,17,0.0132
234,태양광,광주시,2018-01-10,-4.0,95.0,0.0,18,0.0
235,태양광,광주시,2018-01-10,-4.0,96.0,0.0,19,0.0
236,태양광,광주시,2018-01-10,-4.0,96.0,0.0,20,0.0
237,태양광,광주시,2018-01-10,-4.0,96.0,0.0,21,0.0
238,태양광,광주시,2018-01-10,-4.4,94.0,0.0,22,0.0
239,태양광,광주시,2018-01-10,-4.6,96.0,0.0,23,0.0
240,태양광,광주시,2018-01-11,-5.0,94.0,0.0,0,0.0
241,태양광,광주시,2018-01-11,-5.1,92.0,0.0,1,0.0
242,태양광,광주시,2018-01-11,-5.5,92.0,0.0,2,0.0
243,태양광,광주시,2018-01-11,-5.5,94.0,0.0,3,0.0
244,태양광,광주시,2018-01-11,-5.5,93.0,0.0,4,0.0
245,태양광,광주시,2018-01-11,-6.5,90.0,0.0,5,0.0
246,태양광,광주시,2018-01-11,-7.7,84.0,0.0,6,0.0
247,태양광,광주시,2018-01-11,-8.1,86.0,0.0,7,0.0
248,태양광,광주시,2018-01-11,-8.4,88.0,0.0,8,0.08904
249,태양광,광주시,2018-01-11,-7.7,88.0,0.0,9,0.56904
250,태양광,광주시,2018-01-11,-6.7,81.0,0.0,10,1.021992
251,태양광,광주시,2018-01-11,-5.6,73.0,0.5,11,1.265868
252,태양광,광주시,2018-01-11,-5.4,75.0,0.8,12,1.408153
253,태양광,광주시,2018-01-11,-4.2,75.0,0.9,13,1.475124
254,태양광,광주시,2018-01-11,-3.7,81.0,0.3,14,1.43784
255,태양광,광주시,2018-01-11,-2.6,68.0,0.7,15,1.018165
256,태양광,광주시,2018-01-11,-3.7,68.0,0.9,16,0.21774
257,태양광,광주시,2018-01-11,-4.5,71.0,0.4,17,0.01632
258,태양광,광주시,2018-01-11,-5.4,74.0,0.3,18,0.0
259,태양광,광주시,2018-01-11,-5.8,80.0,0.0,19,0.0
260,태양광,광주시,2018-01-11,-6.0,84.0,0.0,20,0.0
261,태양광,광주시,2018-01-11,-6.4,87.0,0.0,21,0.0
262,태양광,광주시,2018-01-11,-7.1,86.0,0.0,22,0.0
263,태양광,광주시,2018-01-11,-7.2,84.0,0.0,23,0.0
264,태양광,광주시,2018-01-12,-7.7,84.0,0.0,0,0.0
265,태양광,광주시,2018-01-12,-8.1,82.0,0.0,1,0.0
266,태양광,광주시,2018-01-12,-8.2,80.0,0.0,2,0.0
267,태양광,광주시,2018-01-12,-8.7,80.0,0.0,3,0.0
268,태양광,광주시,2018-01-12,-9.0,78.0,0.0,4,0.0
269,태양광,광주시,2018-01-12,-9.3,79.0,0.0,5,0.0
270,태양광,광주시,2018-01-12,-9.7,80.0,0.0,6,0.0
271,태양광,광주시,2018-01-12,-9.8,79.0,0.0,7,0.0
272,태양광,광주시,2018-01-12,-10.1,79.0,0.0,8,0.112416
273,태양광,광주시,2018-01-12,-8.9,77.0,0.0,9,0.689004
274,태양광,광주시,2018-01-12,-7.0,64.0,0.0,10,1.257562
275,태양광,광주시,2018-01-12,-5.7,60.0,0.8,11,1.637829
276,태양광,광주시,2018-01-12,-4.7,60.0,1.0,12,1.896541
277,태양광,광주시,2018-01-12,-3.5,57.0,1.0,13,2.172178
278,태양광,광주시,2018-01-12,-2.7,56.0,1.0,14,2.218585
279,태양광,광주시,2018-01-12,-2.3,53.0,1.0,15,1.665873
280,태양광,광주시,2018-01-12,-2.5,56.0,1.0,16,0.602706
281,태양광,광주시,2018-01-12,-3.2,57.0,1.0,17,0.037156
282,태양광,광주시,2018-01-12,-5.0,66.0,0.5,18,0.0
283,태양광,광주시,2018-01-12,-5.8,68.0,0.0,19,0.0
284,태양광,광주시,2018-01-12,-6.2,69.0,0.0,20,0.0
285,태양광,광주시,2018-01-12,-5.3,66.0,0.0,21,0.0
286,태양광,광주시,2018-01-12,-5.9,72.0,0.0,22,0.0
287,태양광,광주시,2018-01-12,-7.0,80.0,0.0,23,0.0
288,태양광,광주시,2018-01-13,-6.6,80.0,0.0,0,0.0
289,태양광,광주시,2018-01-13,-6.4,83.0,0.0,1,0.0
290,태양광,광주시,2018-01-13,-6.1,82.0,0.0,2,0.0
291,태양광,광주시,2018-01-13,-6.1,83.0,0.0,3,0.0
292,태양광,광주시,2018-01-13,-6.6,84.0,0.0,4,0.0
293,태양광,광주시,2018-01-13,-7.0,86.0,0.0,5,0.0
294,태양광,광주시,2018-01-13,-6.7,85.0,0.0,6,0.0
295,태양광,광주시,2018-01-13,-6.7,86.0,0.0,7,0.0
296,태양광,광주시,2018-01-13,-6.7,86.0,0.0,8,0.018696
297,태양광,광주시,2018-01-13,-5.7,84.0,0.0,9,0.386117
298,태양광,광주시,2018-01-13,-4.0,76.0,0.0,10,1.240329
299,태양광,광주시,2018-01-13,-2.2,70.0,0.3,11,2.238969
300,태양광,광주시,2018-01-13,-0.3,66.0,1.0,12,5.241638
301,태양광,광주시,2018-01-13,0.7,62.0,1.0,13,6.63499
302,태양광,광주시,2018-01-13,2.2,59.0,1.0,14,6.763059
303,태양광,광주시,2018-01-13,3.7,56.0,1.0,15,4.320147
304,태양광,광주시,2018-01-13,4.4,55.0,1.0,16,2.040828
305,태양광,광주시,2018-01-13,3.6,61.0,1.0,17,0.208119
306,태양광,광주시,2018-01-13,2.3,67.0,0.3,18,0.28128
307,태양광,광주시,2018-01-13,1.4,73.0,0.0,19,0.0
308,태양광,광주시,2018-01-13,0.0,86.0,0.0,20,0.0
309,태양광,광주시,2018-01-13,-0.2,85.0,0.0,21,0.0
310,태양광,광주시,2018-01-13,-0.4,88.0,0.0,22,0.0
311,태양광,광주시,2018-01-13,-1.2,93.0,0.0,23,0.0
312,태양광,광주시,2018-01-14,-1.9,95.0,0.0,0,0.0
313,태양광,광주시,2018-01-14,-2.2,97.0,0.0,1,0.0
314,태양광,광주시,2018-01-14,-2.7,97.0,0.0,2,0.0
315,태양광,광주시,2018-01-14,-3.3,97.0,0.0,3,0.0
316,태양광,광주시,2018-01-14,-4.0,97.0,0.0,4,0.0
317,태양광,광주시,2018-01-14,-4.1,97.0,0.0,5,0.0
318,태양광,광주시,2018-01-14,-4.1,97.0,0.0,6,0.0
319,태양광,광주시,2018-01-14,-3.7,97.0,0.0,7,0.00576
320,태양광,광주시,2018-01-14,-3.8,97.0,0.0,8,0.690503
321,태양광,광주시,2018-01-14,-3.4,97.0,0.0,9,1.794965
322,태양광,광주시,2018-01-14,-3.1,94.0,0.0,10,7.5058
323,태양광,광주시,2018-01-14,0.5,77.0,0.9,11,10.501681
324,태양광,광주시,2018-01-14,3.2,59.0,1.0,12,7.727973
325,태양광,광주시,2018-01-14,5.1,53.0,0.5,13,12.44513
326,태양광,광주시,2018-01-14,7.4,53.0,1.0,14,9.539649
327,태양광,광주시,2018-01-14,6.9,59.0,0.5,15,3.647141
328,태양광,광주시,2018-01-14,6.7,59.0,0.1,16,2.205583
329,태양광,광주시,2018-01-14,6.8,61.0,0.2,17,0.315366
330,태양광,광주시,2018-01-14,4.7,70.0,0.3,18,0.43776
331,태양광,광주시,2018-01-14,4.4,76.0,0.0,19,0.4464
332,태양광,광주시,2018-01-14,4.0,80.0,0.0,20,0.4464
333,태양광,광주시,2018-01-14,3.7,84.0,0.0,21,0.26016
334,태양광,광주시,2018-01-14,3.0,89.0,0.0,22,0.0
335,태양광,광주시,2018-01-14,2.8,91.0,0.0,23,0.0
336,태양광,광주시,2018-01-15,2.8,91.0,0.0,0,0.0
337,태양광,광주시,2018-01-15,2.8,91.0,0.0,1,0.0
338,태양광,광주시,2018-01-15,2.7,91.0,0.0,2,0.0
339,태양광,광주시,2018-01-15,2.5,95.0,0.0,3,0.0
340,태양광,광주시,2018-01-15,2.3,95.0,0.0,4,0.0
341,태양광,광주시,2018-01-15,2.2,95.0,0.0,5,0.0
342,태양광,광주시,2018-01-15,2.5,96.0,0.0,6,0.0
343,태양광,광주시,2018-01-15,1.8,97.0,0.0,7,0.00876
344,태양광,광주시,2018-01-15,1.4,98.0,0.0,8,0.986902
345,태양광,광주시,2018-01-15,2.6,97.0,0.3,9,4.706085
346,태양광,광주시,2018-01-15,4.3,87.0,1.0,10,9.04675
347,태양광,광주시,2018-01-15,6.5,81.0,1.0,11,11.893569
348,태양광,광주시,2018-01-15,8.1,72.0,1.0,12,15.235438
349,태양광,광주시,2018-01-15,9.7,73.0,1.0,13,14.894985
350,태양광,광주시,2018-01-15,10.6,68.0,1.0,14,13.012899
351,태양광,광주시,2018-01-15,10.4,59.0,1.0,15,9.03882
352,태양광,광주시,2018-01-15,10.7,59.0,1.0,16,3.712929
353,태양광,광주시,2018-01-15,9.8,60.0,1.0,17,0.373229
354,태양광,광주시,2018-01-15,8.0,76.0,0.2,18,0.43488
355,태양광,광주시,2018-01-15,7.0,81.0,0.0,19,0.4464
356,태양광,광주시,2018-01-15,5.7,85.0,0.0,20,0.44544
357,태양광,광주시,2018-01-15,5.4,86.0,0.0,21,0.2496
358,태양광,광주시,2018-01-15,4.8,89.0,0.0,22,0.0
359,태양광,광주시,2018-01-15,4.0,95.0,0.0,23,0.0
360,태양광,광주시,2018-01-16,2.9,97.0,0.0,0,0.0
361,태양광,광주시,2018-01-16,2.0,97.0,0.0,1,0.0
362,태양광,광주시,2018-01-16,2.3,98.0,0.0,2,0.0
363,태양광,광주시,2018-01-16,2.7,97.0,0.0,3,0.0
364,태양광,광주시,2018-01-16,2.8,97.0,0.0,4,0.0
365,태양광,광주시,2018-01-16,3.4,96.0,0.0,5,0.0
366,태양광,광주시,2018-01-16,2.8,95.0,0.0,6,0.0
367,태양광,광주시,2018-01-16,3.3,94.0,0.0,7,0.0
368,태양광,광주시,2018-01-16,3.8,91.0,0.0,8,0.042252
369,태양광,광주시,2018-01-16,3.3,97.0,0.0,9,0.414556
370,태양광,광주시,2018-01-16,4.0,99.0,0.0,10,0.971056
371,태양광,광주시,2018-01-16,4.3,99.0,0.0,11,1.55444
372,태양광,광주시,2018-01-16,5.0,99.0,0.0,12,2.093084
373,태양광,광주시,2018-01-16,6.2,99.0,0.0,13,3.442384
374,태양광,광주시,2018-01-16,6.8,99.0,0.0,14,1.806764
375,태양광,광주시,2018-01-16,6.8,99.0,0.0,15,1.026816
376,태양광,광주시,2018-01-16,7.6,99.0,0.0,16,0.308348
377,태양광,광주시,2018-01-16,8.0,99.0,0.0,17,0.00708
378,태양광,광주시,2018-01-16,7.0,99.0,0.0,18,0.53088
379,태양광,광주시,2018-01-16,6.3,98.0,0.0,19,0.07968
380,태양광,광주시,2018-01-16,6.0,98.0,0.0,20,0.0
381,태양광,광주시,2018-01-16,5.5,99.0,0.0,21,0.0
382,태양광,광주시,2018-01-16,5.6,99.0,0.0,22,0.0
383,태양광,광주시,2018-01-16,5.6,99.0,0.0,23,0.0
384,태양광,광주시,2018-01-17,5.6,99.0,0.0,0,0.0
385,태양광,광주시,2018-01-17,5.8,99.0,0.0,1,0.0
386,태양광,광주시,2018-01-17,5.5,99.0,0.0,2,0.0
