,연료원,지역세부구분,거래일,기온(°C),습도(%),일조(hr),시간,전력거래량(단위 : MWh)
8040,태양광,광주시,2018-12-02,6.5,69.0,0.0,0,0.17616
8041,태양광,광주시,2018-12-02,5.7,66.0,0.0,1,0.17592
8042,태양광,광주시,2018-12-02,5.7,72.0,0.0,2,0.00192
8043,태양광,광주시,2018-12-02,5.4,74.0,0.0,3,0.0
8044,태양광,광주시,2018-12-02,5.7,72.0,0.0,4,0.0
8045,태양광,광주시,2018-12-02,5.5,74.0,0.0,5,0.0
8046,태양광,광주시,2018-12-02,5.4,77.0,0.0,6,0.0
8047,태양광,광주시,2018-12-02,5.3,78.0,0.0,7,0.162484
8048,태양광,광주시,2018-12-02,5.8,78.0,0.0,8,3.64717
8049,태양광,광주시,2018-12-02,7.8,71.0,0.7,9,9.919051
8050,태양광,광주시,2018-12-02,10.9,67.0,1.0,10,14.637939
8051,태양광,광주시,2018-12-02,14.0,61.0,0.9,11,18.944158
8052,태양광,광주시,2018-12-02,16.1,56.0,1.0,12,21.439828
8053,태양광,광주시,2018-12-02,18.2,52.0,1.0,13,19.809429
8054,태양광,광주시,2018-12-02,19.4,50.0,1.0,14,15.460971
8055,태양광,광주시,2018-12-02,19.0,51.0,1.0,15,8.385683
8056,태양광,광주시,2018-12-02,18.2,56.0,0.9,16,2.19957
8057,태양광,광주시,2018-12-02,17.5,60.0,0.0,17,0.273074
8058,태양광,광주시,2018-12-02,16.1,66.0,0.0,18,2.11792
8059,태양광,광주시,2018-12-02,16.4,63.0,0.0,19,2.09144
8060,태양광,광주시,2018-12-02,16.2,64.0,0.0,20,1.24408
8061,태양광,광주시,2018-12-02,15.0,70.0,0.0,21,0.51256
8062,태양광,광주시,2018-12-02,14.8,72.0,0.0,22,0.34968
8063,태양광,광주시,2018-12-02,14.6,76.0,0.0,23,0.18096
8064,태양광,광주시,2018-12-03,14.4,82.0,0.0,0,0.17592
8065,태양광,광주시,2018-12-03,13.6,89.0,0.0,1,0.17592
8066,태양광,광주시,2018-12-03,12.6,99.0,0.0,2,0.00192
8067,태양광,광주시,2018-12-03,12.4,99.0,0.0,3,0.0
8068,태양광,광주시,2018-12-03,12.7,99.0,0.0,4,0.0
8069,태양광,광주시,2018-12-03,12.5,99.0,0.0,5,0.0
8070,태양광,광주시,2018-12-03,12.8,99.0,0.0,6,0.0
8071,태양광,광주시,2018-12-03,12.8,99.0,0.0,7,0.0
8072,태양광,광주시,2018-12-03,13.2,99.0,0.0,8,0.469396
8073,태양광,광주시,2018-12-03,13.7,99.0,0.0,9,1.476592
8074,태양광,광주시,2018-12-03,15.2,99.0,0.0,10,1.857269
8075,태양광,광주시,2018-12-03,15.0,99.0,0.0,11,2.523388
8076,태양광,광주시,2018-12-03,15.8,99.0,0.0,12,3.100168
8077,태양광,광주시,2018-12-03,16.6,98.0,0.0,13,2.768365
8078,태양광,광주시,2018-12-03,17.3,97.0,0.0,14,2.911406
8079,태양광,광주시,2018-12-03,16.8,98.0,0.0,15,0.967464
8080,태양광,광주시,2018-12-03,16.3,99.0,0.0,16,0.427601
8081,태양광,광주시,2018-12-03,16.6,99.0,0.0,17,0.02582
8082,태양광,광주시,2018-12-03,16.4,99.0,0.0,18,0.53016
8083,태양광,광주시,2018-12-03,16.3,99.0,0.0,19,0.18336
8084,태양광,광주시,2018-12-03,15.8,99.0,0.0,20,0.17328
8085,태양광,광주시,2018-12-03,15.6,99.0,0.0,21,0.1764
8086,태양광,광주시,2018-12-03,15.4,99.0,0.0,22,0.03528
8087,태양광,광주시,2018-12-03,14.7,99.0,0.0,23,0.0
8088,태양광,광주시,2018-12-04,14.5,99.0,0.0,0,0.0
8089,태양광,광주시,2018-12-04,14.4,99.0,0.0,1,0.0
8090,태양광,광주시,2018-12-04,14.3,99.0,0.0,2,0.0
8091,태양광,광주시,2018-12-04,14.3,99.0,0.0,3,0.0
8092,태양광,광주시,2018-12-04,14.0,99.0,0.0,4,0.0
8093,태양광,광주시,2018-12-04,14.0,99.0,0.0,5,0.0
8094,태양광,광주시,2018-12-04,12.1,99.0,0.0,6,0.0
8095,태양광,광주시,2018-12-04,11.8,99.0,0.0,7,0.0001
8096,태양광,광주시,2018-12-04,11.5,99.0,0.0,8,0.598623
8097,태양광,광주시,2018-12-04,11.3,99.0,0.0,9,3.542299
8098,태양광,광주시,2018-12-04,11.8,99.0,0.0,10,5.241817
8099,태양광,광주시,2018-12-04,13.0,98.0,0.2,11,9.118213
8100,태양광,광주시,2018-12-04,11.8,95.0,0.2,12,2.690521
8101,태양광,광주시,2018-12-04,10.5,97.0,0.0,13,10.509714
8102,태양광,광주시,2018-12-04,11.6,82.0,0.4,14,6.829983
8103,태양광,광주시,2018-12-04,10.8,84.0,0.0,15,3.776835
8104,태양광,광주시,2018-12-04,10.4,72.0,0.2,16,2.516798
8105,태양광,광주시,2018-12-04,9.5,72.0,0.1,17,0.184334
8106,태양광,광주시,2018-12-04,8.7,73.0,0.0,18,1.54246
8107,태양광,광주시,2018-12-04,8.5,67.0,0.0,19,0.58
8108,태양광,광주시,2018-12-04,8.4,66.0,0.0,20,0.43152
8109,태양광,광주시,2018-12-04,8.2,54.0,0.0,21,0.1764
8110,태양광,광주시,2018-12-04,7.8,51.0,0.0,22,0.17616
8111,태양광,광주시,2018-12-04,7.6,43.0,0.0,23,0.17616
8112,태양광,광주시,2018-12-05,6.9,44.0,0.0,0,0.0
8113,태양광,광주시,2018-12-05,6.1,54.0,0.0,1,0.0
8114,태양광,광주시,2018-12-05,5.5,54.0,0.0,2,0.0
8115,태양광,광주시,2018-12-05,4.7,54.0,0.0,3,0.0
8116,태양광,광주시,2018-12-05,3.7,57.0,0.0,4,0.0
8117,태양광,광주시,2018-12-05,2.4,67.0,0.0,5,0.0
8118,태양광,광주시,2018-12-05,1.9,57.0,0.0,6,0.0
8119,태양광,광주시,2018-12-05,1.0,54.0,0.0,7,0.194676
8120,태양광,광주시,2018-12-05,0.8,53.0,0.0,8,4.175972
8121,태양광,광주시,2018-12-05,1.5,49.0,0.9,9,12.479154
8122,태양광,광주시,2018-12-05,3.3,46.0,1.0,10,19.210445
8123,태양광,광주시,2018-12-05,5.6,33.0,1.0,11,23.473043
8124,태양광,광주시,2018-12-05,7.2,26.0,1.0,12,24.37146
8125,태양광,광주시,2018-12-05,8.4,25.0,1.0,13,23.164662
8126,태양광,광주시,2018-12-05,9.4,29.0,1.0,14,15.532599
8127,태양광,광주시,2018-12-05,9.3,28.0,0.8,15,5.803718
8128,태양광,광주시,2018-12-05,8.7,34.0,0.0,16,0.901012
8129,태양광,광주시,2018-12-05,6.5,44.0,0.0,17,0.251248
8130,태양광,광주시,2018-12-05,5.5,46.0,0.0,18,2.10422
8131,태양광,광주시,2018-12-05,4.9,49.0,0.0,19,2.1233
8132,태양광,광주시,2018-12-05,4.7,49.0,0.0,20,1.35176
8133,태양광,광주시,2018-12-05,3.8,56.0,0.0,21,0.48464
8134,태양광,광주시,2018-12-05,4.1,54.0,0.0,22,0.18826
8135,태양광,광주시,2018-12-05,3.9,56.0,0.0,23,0.04032
8136,태양광,광주시,2018-12-06,4.4,56.0,0.0,0,0.0052
8137,태양광,광주시,2018-12-06,4.4,58.0,0.0,1,0.0
8138,태양광,광주시,2018-12-06,4.3,62.0,0.0,2,0.0
8139,태양광,광주시,2018-12-06,3.4,76.0,0.0,3,0.0
8140,태양광,광주시,2018-12-06,2.6,89.0,0.0,4,0.0
8141,태양광,광주시,2018-12-06,2.4,98.0,0.0,5,0.0
8142,태양광,광주시,2018-12-06,2.5,98.0,0.0,6,0.0
8143,태양광,광주시,2018-12-06,2.6,98.0,0.0,7,0.012852
8144,태양광,광주시,2018-12-06,1.9,99.0,0.0,8,1.135668
8145,태양광,광주시,2018-12-06,2.7,98.0,0.0,9,2.98344
8146,태양광,광주시,2018-12-06,3.1,97.0,0.0,10,4.722276
8147,태양광,광주시,2018-12-06,3.6,95.0,0.0,11,6.305957
8148,태양광,광주시,2018-12-06,4.6,91.0,0.0,12,8.6658
8149,태양광,광주시,2018-12-06,4.7,80.0,0.0,13,12.435302
8150,태양광,광주시,2018-12-06,5.8,71.0,0.4,14,8.755455
8151,태양광,광주시,2018-12-06,6.3,67.0,0.0,15,5.119086
8152,태양광,광주시,2018-12-06,5.1,69.0,0.0,16,1.950866
8153,태양광,광주시,2018-12-06,4.4,76.0,0.0,17,0.257327
8154,태양광,광주시,2018-12-06,4.4,74.0,0.0,18,1.8317
8155,태양광,광주시,2018-12-06,4.1,77.0,0.0,19,0.85674
8156,태양광,광주시,2018-12-06,4.5,74.0,0.0,20,0.45792
8157,태양광,광주시,2018-12-06,4.5,72.0,0.0,21,0.12864
8158,태양광,광주시,2018-12-06,4.9,72.0,0.0,22,0.0
8159,태양광,광주시,2018-12-06,5.1,77.0,0.0,23,0.00192
8160,태양광,광주시,2018-12-07,4.7,66.0,0.0,0,0.0
8161,태양광,광주시,2018-12-07,4.1,64.0,0.0,1,0.0
8162,태양광,광주시,2018-12-07,3.8,61.0,0.0,2,0.0
8163,태양광,광주시,2018-12-07,3.4,55.0,0.0,3,0.0
8164,태양광,광주시,2018-12-07,1.8,66.0,0.0,4,0.0
8165,태양광,광주시,2018-12-07,1.4,54.0,0.0,5,0.0
8166,태양광,광주시,2018-12-07,0.2,56.0,0.0,6,0.0
8167,태양광,광주시,2018-12-07,-0.4,61.0,0.0,7,0.002148
8168,태양광,광주시,2018-12-07,-1.6,70.0,0.0,8,0.672128
8169,태양광,광주시,2018-12-07,-1.8,70.0,0.0,9,4.124726
8170,태양광,광주시,2018-12-07,-1.7,63.0,0.0,10,8.27094
8171,태양광,광주시,2018-12-07,-1.9,58.0,0.2,11,12.904362
8172,태양광,광주시,2018-12-07,-0.6,51.0,0.9,12,16.883468
8173,태양광,광주시,2018-12-07,0.0,46.0,1.0,13,16.108721
8174,태양광,광주시,2018-12-07,0.0,45.0,0.7,14,12.150459
8175,태양광,광주시,2018-12-07,-0.7,47.0,0.8,15,8.005975
8176,태양광,광주시,2018-12-07,-1.5,47.0,1.0,16,2.46211
8177,태양광,광주시,2018-12-07,-2.2,48.0,0.7,17,0.269419
8178,태양광,광주시,2018-12-07,-2.4,46.0,0.0,18,1.97328
8179,태양광,광주시,2018-12-07,-2.8,48.0,0.0,19,1.58002
8180,태양광,광주시,2018-12-07,-2.9,51.0,0.0,20,0.48888
8181,태양광,광주시,2018-12-07,-3.5,53.0,0.0,21,0.19208
8182,태양광,광주시,2018-12-07,-3.9,56.0,0.0,22,0.0
8183,태양광,광주시,2018-12-07,-4.2,60.0,0.0,23,0.00096
8184,태양광,광주시,2018-12-08,-4.4,60.0,0.0,0,0.0
8185,태양광,광주시,2018-12-08,-4.7,61.0,0.0,1,0.0
8186,태양광,광주시,2018-12-08,-4.9,61.0,0.0,2,0.0
8187,태양광,광주시,2018-12-08,-4.9,60.0,0.0,3,0.0
8188,태양광,광주시,2018-12-08,-5.0,58.0,0.0,4,0.0
8189,태양광,광주시,2018-12-08,-4.8,59.0,0.0,5,0.0
8190,태양광,광주시,2018-12-08,-4.6,60.0,0.0,6,0.0
8191,태양광,광주시,2018-12-08,-4.7,64.0,0.0,7,0.079588
8192,태양광,광주시,2018-12-08,-4.6,66.0,0.0,8,1.822078
8193,태양광,광주시,2018-12-08,-4.2,65.0,0.0,9,7.353669
8194,태양광,광주시,2018-12-08,-3.1,59.0,0.3,10,19.596912
8195,태양광,광주시,2018-12-08,-1.6,49.0,1.0,11,24.311702
8196,태양광,광주시,2018-12-08,-0.7,44.0,1.0,12,23.740353
8197,태양광,광주시,2018-12-08,0.2,39.0,1.0,13,23.998032
8198,태양광,광주시,2018-12-08,0.2,37.0,1.0,14,19.28369
8199,태양광,광주시,2018-12-08,0.7,36.0,1.0,15,11.506114
8200,태양광,광주시,2018-12-08,0.4,35.0,1.0,16,2.967408
8201,태양광,광주시,2018-12-08,-1.3,39.0,0.7,17,0.289401
8202,태양광,광주시,2018-12-08,-1.9,42.0,0.0,18,2.10104
8203,태양광,광주시,2018-12-08,-2.4,43.0,0.0,19,2.13144
8204,태양광,광주시,2018-12-08,-3.3,46.0,0.0,20,1.61592
8205,태양광,광주시,2018-12-08,-3.4,47.0,0.0,21,0.49176
8206,태양광,광주시,2018-12-08,-3.6,50.0,0.0,22,0.188
8207,태양광,광주시,2018-12-08,-3.9,51.0,0.0,23,0.03552
8208,태양광,광주시,2018-12-09,-3.4,52.0,0.0,0,0.0
8209,태양광,광주시,2018-12-09,-3.9,63.0,0.0,1,0.0
8210,태양광,광주시,2018-12-09,-4.1,66.0,0.0,2,0.0
8211,태양광,광주시,2018-12-09,-4.2,68.0,0.0,3,0.0
8212,태양광,광주시,2018-12-09,-4.3,67.0,0.0,4,0.0
8213,태양광,광주시,2018-12-09,-4.4,65.0,0.0,5,0.0
8214,태양광,광주시,2018-12-09,-4.7,63.0,0.0,6,0.0
8215,태양광,광주시,2018-12-09,-4.9,61.0,0.0,7,0.016132
8216,태양광,광주시,2018-12-09,-5.3,63.0,0.0,8,1.597755
8217,태양광,광주시,2018-12-09,-4.2,55.0,0.3,9,9.194371
8218,태양광,광주시,2018-12-09,-3.2,38.0,0.9,10,15.969173
8219,태양광,광주시,2018-12-09,-1.5,23.0,1.0,11,26.062233
8220,태양광,광주시,2018-12-09,0.2,17.0,1.0,12,26.941639
8221,태양광,광주시,2018-12-09,1.0,12.0,1.0,13,26.399277
8222,태양광,광주시,2018-12-09,1.6,13.0,1.0,14,17.577218
8223,태양광,광주시,2018-12-09,2.3,14.0,0.7,15,11.440441
8224,태양광,광주시,2018-12-09,1.4,16.0,1.0,16,3.743001
8225,태양광,광주시,2018-12-09,0.2,20.0,1.0,17,0.289221
8226,태양광,광주시,2018-12-09,-1.8,28.0,0.2,18,2.01138
8227,태양광,광주시,2018-12-09,-2.2,30.0,0.0,19,2.07552
8228,태양광,광주시,2018-12-09,-3.0,33.0,0.0,20,1.41476
8229,태양광,광주시,2018-12-09,-2.9,33.0,0.0,21,0.39144
8230,태양광,광주시,2018-12-09,-3.5,35.0,0.0,22,0.02688
8231,태양광,광주시,2018-12-09,-3.6,37.0,0.0,23,0.00192
8232,태양광,광주시,2018-12-10,-3.2,33.0,0.0,0,0.0
8233,태양광,광주시,2018-12-10,-3.9,35.0,0.0,1,0.0
8234,태양광,광주시,2018-12-10,-4.4,37.0,0.0,2,0.0
8235,태양광,광주시,2018-12-10,-4.0,34.0,0.0,3,0.0
8236,태양광,광주시,2018-12-10,-4.2,33.0,0.0,4,0.0
8237,태양광,광주시,2018-12-10,-4.5,36.0,0.0,5,0.0
8238,태양광,광주시,2018-12-10,-4.4,33.0,0.0,6,0.0
8239,태양광,광주시,2018-12-10,-3.8,29.0,0.0,7,0.102564
8240,태양광,광주시,2018-12-10,-3.6,31.0,0.0,8,3.15001
8241,태양광,광주시,2018-12-10,-1.7,22.0,0.8,9,11.681427
8242,태양광,광주시,2018-12-10,0.0,19.0,1.0,10,19.210086
8243,태양광,광주시,2018-12-10,2.0,17.0,1.0,11,24.329731
8244,태양광,광주시,2018-12-10,4.0,13.0,1.0,12,25.398685
8245,태양광,광주시,2018-12-10,5.4,12.0,1.0,13,24.367893
8246,태양광,광주시,2018-12-10,6.5,11.0,1.0,14,19.126395
8247,태양광,광주시,2018-12-10,6.9,13.0,1.0,15,11.208443
8248,태양광,광주시,2018-12-10,7.1,15.0,1.0,16,3.522215
8249,태양광,광주시,2018-12-10,4.9,22.0,1.0,17,0.344887
8250,태양광,광주시,2018-12-10,3.0,26.0,0.1,18,2.104
8251,태양광,광주시,2018-12-10,1.9,27.0,0.0,19,2.13114
8252,태양광,광주시,2018-12-10,1.4,29.0,0.0,20,1.62552
8253,태양광,광주시,2018-12-10,0.9,30.0,0.0,21,0.50464
8254,태양광,광주시,2018-12-10,1.0,29.0,0.0,22,0.19616
8255,태양광,광주시,2018-12-10,0.0,37.0,0.0,23,0.03936
8256,태양광,광주시,2018-12-11,-0.3,45.0,0.0,0,0.0
8257,태양광,광주시,2018-12-11,0.0,45.0,0.0,1,0.0
8258,태양광,광주시,2018-12-11,0.3,42.0,0.0,2,0.0
8259,태양광,광주시,2018-12-11,0.1,46.0,0.0,3,0.0
8260,태양광,광주시,2018-12-11,0.1,50.0,0.0,4,0.0
8261,태양광,광주시,2018-12-11,0.7,48.0,0.0,5,0.0
8262,태양광,광주시,2018-12-11,1.4,38.0,0.0,6,0.0
8263,태양광,광주시,2018-12-11,1.7,44.0,0.0,7,1.6e-05
8264,태양광,광주시,2018-12-11,1.7,47.0,0.0,8,0.118696
8265,태양광,광주시,2018-12-11,1.8,53.0,0.0,9,1.047324
8266,태양광,광주시,2018-12-11,0.9,91.0,0.0,10,1.914497
8267,태양광,광주시,2018-12-11,1.2,97.0,0.0,11,3.801459
8268,태양광,광주시,2018-12-11,1.6,97.0,0.0,12,3.160559
8269,태양광,광주시,2018-12-11,2.1,97.0,0.0,13,2.797134
8270,태양광,광주시,2018-12-11,2.2,95.0,0.0,14,2.142546
8271,태양광,광주시,2018-12-11,2.2,97.0,0.0,15,1.482752
8272,태양광,광주시,2018-12-11,2.6,98.0,0.0,16,1.388642
8273,태양광,광주시,2018-12-11,2.9,96.0,0.2,17,0.166262
8274,태양광,광주시,2018-12-11,2.0,98.0,0.0,18,0.51168
8275,태양광,광주시,2018-12-11,1.3,98.0,0.0,19,0.192
8276,태양광,광주시,2018-12-11,1.8,99.0,0.0,20,0.0
8277,태양광,광주시,2018-12-11,1.7,99.0,0.0,21,0.0
8278,태양광,광주시,2018-12-11,1.6,99.0,0.0,22,0.0
8279,태양광,광주시,2018-12-11,1.6,99.0,0.0,23,0.0
8280,태양광,광주시,2018-12-12,0.9,99.0,0.0,0,0.0
8281,태양광,광주시,2018-12-12,1.1,97.0,0.0,1,0.0
8282,태양광,광주시,2018-12-12,1.3,87.0,0.0,2,0.0
8283,태양광,광주시,2018-12-12,0.6,81.0,0.0,3,0.0
8284,태양광,광주시,2018-12-12,0.2,81.0,0.0,4,0.0
8285,태양광,광주시,2018-12-12,0.1,81.0,0.0,5,0.0
8286,태양광,광주시,2018-12-12,1.1,76.0,0.0,6,0.0
8287,태양광,광주시,2018-12-12,0.0,80.0,0.0,7,0.050144
8288,태양광,광주시,2018-12-12,0.3,70.0,0.0,8,2.563084
8289,태양광,광주시,2018-12-12,1.1,67.0,0.9,9,7.142162
8290,태양광,광주시,2018-12-12,1.9,61.0,0.3,10,15.827362
8291,태양광,광주시,2018-12-12,2.1,55.0,0.4,11,23.30876
8292,태양광,광주시,2018-12-12,3.7,48.0,1.0,12,25.18474
8293,태양광,광주시,2018-12-12,3.4,45.0,1.0,13,24.303154
8294,태양광,광주시,2018-12-12,3.9,45.0,1.0,14,18.290114
8295,태양광,광주시,2018-12-12,4.2,46.0,1.0,15,10.041052
8296,태양광,광주시,2018-12-12,3.4,51.0,1.0,16,3.086417
8297,태양광,광주시,2018-12-12,2.7,54.0,1.0,17,0.256359
8298,태양광,광주시,2018-12-12,1.5,56.0,0.1,18,2.01404
8299,태양광,광주시,2018-12-12,0.9,56.0,0.0,19,2.06826
8300,태양광,광주시,2018-12-12,-0.4,59.0,0.0,20,1.58992
8301,태양광,광주시,2018-12-12,-0.9,62.0,0.0,21,0.54028
8302,태양광,광주시,2018-12-12,-0.7,66.0,0.0,22,0.19616
8303,태양광,광주시,2018-12-12,-1.0,68.0,0.0,23,0.0336
8304,태양광,광주시,2018-12-13,-1.3,66.0,0.0,0,0.0
8305,태양광,광주시,2018-12-13,-0.1,62.0,0.0,1,0.0
8306,태양광,광주시,2018-12-13,-0.4,69.0,0.0,2,0.0
8307,태양광,광주시,2018-12-13,-0.2,69.0,0.0,3,0.0
8308,태양광,광주시,2018-12-13,0.0,67.0,0.0,4,0.0
8309,태양광,광주시,2018-12-13,-0.2,65.0,0.0,5,0.0
8310,태양광,광주시,2018-12-13,-0.8,67.0,0.0,6,0.0
8311,태양광,광주시,2018-12-13,-0.2,65.0,0.0,7,0.013996
8312,태양광,광주시,2018-12-13,0.0,65.0,0.0,8,2.180325
8313,태양광,광주시,2018-12-13,0.8,65.0,0.3,9,7.346805
8314,태양광,광주시,2018-12-13,1.6,63.0,0.6,10,12.201847
8315,태양광,광주시,2018-12-13,2.8,59.0,0.6,11,19.854845
8316,태양광,광주시,2018-12-13,5.0,54.0,1.0,12,16.16275
8317,태양광,광주시,2018-12-13,5.8,51.0,0.7,13,12.778826
8318,태양광,광주시,2018-12-13,6.9,45.0,0.5,14,5.885807
8319,태양광,광주시,2018-12-13,5.5,52.0,0.0,15,2.894849
8320,태양광,광주시,2018-12-13,5.0,65.0,0.1,16,0.5584
8321,태양광,광주시,2018-12-13,3.0,90.0,0.0,17,0.239653
8322,태양광,광주시,2018-12-13,3.0,87.0,0.0,18,2.07428
8323,태양광,광주시,2018-12-13,3.2,73.0,0.0,19,1.73516
8324,태양광,광주시,2018-12-13,3.0,59.0,0.0,20,0.4884
8325,태양광,광주시,2018-12-13,2.5,59.0,0.0,21,0.20544
8326,태양광,광주시,2018-12-13,1.8,59.0,0.0,22,0.0
8327,태양광,광주시,2018-12-13,1.7,56.0,0.0,23,0.00192
8328,태양광,광주시,2018-12-14,1.2,60.0,0.0,0,0.0
8329,태양광,광주시,2018-12-14,0.8,61.0,0.0,1,0.0
8330,태양광,광주시,2018-12-14,0.1,61.0,0.0,2,0.0
8331,태양광,광주시,2018-12-14,-0.3,60.0,0.0,3,0.0
8332,태양광,광주시,2018-12-14,-1.2,64.0,0.0,4,0.0
8333,태양광,광주시,2018-12-14,-0.6,62.0,0.0,5,0.0
8334,태양광,광주시,2018-12-14,-0.8,62.0,0.0,6,0.0
8335,태양광,광주시,2018-12-14,-1.0,62.0,0.0,7,0.06114
8336,태양광,광주시,2018-12-14,-1.1,62.0,0.0,8,2.898628
8337,태양광,광주시,2018-12-14,-0.3,57.0,0.7,9,10.621728
8338,태양광,광주시,2018-12-14,0.3,54.0,1.0,10,18.167766
8339,태양광,광주시,2018-12-14,2.1,52.0,1.0,11,23.720443
8340,태양광,광주시,2018-12-14,3.2,49.0,1.0,12,25.159565
8341,태양광,광주시,2018-12-14,3.9,45.0,1.0,13,24.48554
8342,태양광,광주시,2018-12-14,3.6,41.0,1.0,14,19.127951
8343,태양광,광주시,2018-12-14,3.9,41.0,1.0,15,11.166908
8344,태양광,광주시,2018-12-14,3.1,45.0,1.0,16,3.544719
8345,태양광,광주시,2018-12-14,1.9,45.0,1.0,17,0.307905
8346,태양광,광주시,2018-12-14,0.8,51.0,0.2,18,1.48054
8347,태양광,광주시,2018-12-14,0.0,55.0,0.0,19,1.50272
8348,태양광,광주시,2018-12-14,-0.9,59.0,0.0,20,1.03896
8349,태양광,광주시,2018-12-14,-0.8,63.0,0.0,21,0.1456
8350,태양광,광주시,2018-12-14,-1.3,65.0,0.0,22,0.3668
8351,태양광,광주시,2018-12-14,-2.0,66.0,0.0,23,0.75552
8352,태양광,광주시,2018-12-15,-1.9,68.0,0.0,0,0.7536
8353,태양광,광주시,2018-12-15,-2.8,71.0,0.0,1,0.29376
8354,태양광,광주시,2018-12-15,-3.0,72.0,0.0,2,0.01632
8355,태양광,광주시,2018-12-15,-3.2,71.0,0.0,3,0.0
8356,태양광,광주시,2018-12-15,-3.7,70.0,0.0,4,0.0
8357,태양광,광주시,2018-12-15,-3.9,69.0,0.0,5,0.0
8358,태양광,광주시,2018-12-15,-4.3,73.0,0.0,6,0.0
8359,태양광,광주시,2018-12-15,-4.7,75.0,0.0,7,0.062368
8360,태양광,광주시,2018-12-15,-4.6,74.0,0.0,8,3.530268
8361,태양광,광주시,2018-12-15,-3.0,64.0,1.0,9,12.141954
8362,태양광,광주시,2018-12-15,-1.5,57.0,1.0,10,19.014278
8363,태양광,광주시,2018-12-15,1.5,41.0,1.0,11,24.034212
8364,태양광,광주시,2018-12-15,3.8,28.0,1.0,12,23.647539
8365,태양광,광주시,2018-12-15,4.6,24.0,1.0,13,16.672889
8366,태양광,광주시,2018-12-15,6.5,15.0,0.7,14,18.88761
8367,태양광,광주시,2018-12-15,7.3,13.0,1.0,15,10.992759
8368,태양광,광주시,2018-12-15,7.5,16.0,1.0,16,3.466116
8369,태양광,광주시,2018-12-15,6.4,18.0,1.0,17,0.297287
8370,태양광,광주시,2018-12-15,4.7,24.0,0.1,18,2.27614
8371,태양광,광주시,2018-12-15,3.6,32.0,0.0,19,2.34412
8372,태양광,광주시,2018-12-15,2.8,38.0,0.0,20,1.43504
8373,태양광,광주시,2018-12-15,1.8,40.0,0.0,21,0.3492
8374,태양광,광주시,2018-12-15,1.3,42.0,0.0,22,0.0304
8375,태양광,광주시,2018-12-15,0.9,51.0,0.0,23,0.00288
8376,태양광,광주시,2018-12-16,0.5,56.0,0.0,0,0.0
8377,태양광,광주시,2018-12-16,1.0,55.0,0.0,1,0.0
8378,태양광,광주시,2018-12-16,0.7,55.0,0.0,2,0.0
8379,태양광,광주시,2018-12-16,0.3,57.0,0.0,3,0.0
8380,태양광,광주시,2018-12-16,0.6,57.0,0.0,4,0.0
8381,태양광,광주시,2018-12-16,0.7,54.0,0.0,5,0.0
8382,태양광,광주시,2018-12-16,0.8,53.0,0.0,6,0.0
8383,태양광,광주시,2018-12-16,1.0,57.0,0.0,7,0.0
8384,태양광,광주시,2018-12-16,1.1,54.0,0.0,8,0.276657
8385,태양광,광주시,2018-12-16,1.9,53.0,0.0,9,1.797006
8386,태양광,광주시,2018-12-16,0.3,83.0,0.0,10,9.36526
8387,태양광,광주시,2018-12-16,1.9,82.0,0.3,11,6.228185
8388,태양광,광주시,2018-12-16,2.4,79.0,0.0,12,7.849405
8389,태양광,광주시,2018-12-16,3.7,76.0,0.0,13,7.377417
8390,태양광,광주시,2018-12-16,4.4,74.0,0.0,14,3.421992
8391,태양광,광주시,2018-12-16,4.4,74.0,0.0,15,3.439613
8392,태양광,광주시,2018-12-16,5.2,72.0,0.1,16,2.668928
8393,태양광,광주시,2018-12-16,4.9,72.0,0.5,17,0.318769
8394,태양광,광주시,2018-12-16,4.4,74.0,0.1,18,1.37382
8395,태양광,광주시,2018-12-16,3.4,79.0,0.0,19,0.22628
8396,태양광,광주시,2018-12-16,3.4,82.0,0.0,20,0.0336
8397,태양광,광주시,2018-12-16,2.8,85.0,0.0,21,0.0
8398,태양광,광주시,2018-12-16,2.6,88.0,0.0,22,0.0
8399,태양광,광주시,2018-12-16,2.0,92.0,0.0,23,0.0
8400,태양광,광주시,2018-12-17,2.0,94.0,0.0,0,0.0
8401,태양광,광주시,2018-12-17,2.3,93.0,0.0,1,0.0
8402,태양광,광주시,2018-12-17,1.2,96.0,0.0,2,0.0
8403,태양광,광주시,2018-12-17,1.2,97.0,0.0,3,0.0
8404,태양광,광주시,2018-12-17,0.8,95.0,0.0,4,0.0
8405,태양광,광주시,2018-12-17,0.7,97.0,0.0,5,0.0
8406,태양광,광주시,2018-12-17,0.7,97.0,0.0,6,0.0
8407,태양광,광주시,2018-12-17,0.3,98.0,0.0,7,0.03954
8408,태양광,광주시,2018-12-17,0.6,98.0,0.0,8,2.222337
8409,태양광,광주시,2018-12-17,1.9,97.0,0.0,9,4.830221
8410,태양광,광주시,2018-12-17,3.2,91.0,0.2,10,10.473215
8411,태양광,광주시,2018-12-17,5.5,82.0,0.6,11,12.289423
8412,태양광,광주시,2018-12-17,6.8,63.0,0.6,12,13.611246
8413,태양광,광주시,2018-12-17,7.3,55.0,0.7,13,17.588575
8414,태양광,광주시,2018-12-17,9.1,45.0,0.8,14,15.302741
8415,태양광,광주시,2018-12-17,8.4,42.0,1.0,15,6.717039
8416,태양광,광주시,2018-12-17,7.2,48.0,0.7,16,2.433706
